Name	Set	ImageFile	Rarity	Errata 	Type/ST	Title	Reaction	Type	Alt Type	ST	Time ST	Empire	Card tags
A5 Greater Automaton (UE)	UE	A5_-_Greater_Automaton_UE	V0		A5	Greater Automaton		A		5		 	[UE] Veryrare0 Cards LatestPrint Unique NotABG Nonempire Automaton AbilityCrew artClineA.Siegenthaler  
A5 I'm a Persona (Per)	Per	A5_-_Im_a_Persona_Per	U		A5	I'm a Persona		A		5		 	[Per] Uncommon Cards LatestPrint Unique NotABG Persona Nonempire AbilityCrew artjael  
A5 Mental Inspiration (PoM)	PoM	A5_-_Mental_Inspiration_PoM	U		A5	Mental Inspiration		A		5		Psycanti Visonic 	[PoM] Uncommon Cards Reprinted Unique NotABG MajorEmpire AnyDiscipline PropAnti AbilityCrew artBenPeck Psycanti Visonic 
A5 Mental Inspiration (UE)	UE	A5_-_Mental_Inspiration_UE	U0		A5	Mental Inspiration		A		5		Psycanti Visonic 	[UE] Uncommon0 Cards LatestPrint Unique NotABG MajorEmpire AnyDiscipline PropAnti AbilityCrew artBenPeck Psycanti Visonic 
A5 Mind Mold Symbionts (NE)	NE	A5_-_Mind_Mold_Symbionts_NE	R		A5	Mind Mold Symbionts		A		5		 	[NE] Rare Cards Reprinted Unique NotABG Nonempire AbilityMonster artEdwardP.BeardJr.  
A5 Mind Mold Symbionts (UE)	UE	A5_-_Mind_Mold_Symbionts_UE	R0		A5	Mind Mold Symbionts		A		5		 	[UE] Rare0 Cards LatestPrint Unique NotABG Nonempire AbilityMonster artEdwardP.BeardJr.  
A5 Monster Halt (TG)	TG	A5_-_Monster_Halt_TG	R2		A5	Monster Halt		A		5		 	[TG] Rare2 Cards LatestPrint Unique NotABG Nonempire AbilityMonster artSusanVanCamp  
A5 Peace Mission (Pir)	Pir	A5_-_Peace_Mission_Pir	V		A5	Peace Mission		A		5		 	[Pir] Veryrare Cards LatestPrint Unique NotABG Nonempire AbilityCrew artScottWerner  
A5 Psy Seduction (PoM)	PoM	A5_-_Psy_Seduction_PoM	R		R/A5	Psy Seduction	R/	A		5		Psycanti Visonic 	[PoM] Rare Cards LatestPrint Unique NotABG MajorEmpire AbilityPsy artEdwardP.BeardJr. Psycanti Visonic 
A5 Psy Training (PoM)	PoM	A5_-_Psy_Training_PoM	R		A5	Psy Training		A		5		Psycanti Visonic 	[PoM] Rare Cards LatestPrint Unique NotABG MajorEmpire AbilityPsy artPaulProfHerbert Psycanti Visonic 
A5 Resources Management - Personnel Department (Per)	Per	A5_-_Resources_Management_-_Personnel_Department_Per	U		A5	Resources Management - Personnel Department		A		5		 	[Per] Uncommon Cards LatestPrint Unique NotABG Nonempire AbilityCrew artRobertA.Kraus  
A5 Solar Corona [1/2] (GI)	GI	A5_-_Solar_Corona_1of2_GI	V0		A5	Solar Corona		A		5		 	[GI] Veryrare0 Cards LatestPrint Unique NotABG Nonempire AbilityCrew artArisMultimediaInc.  
A5 Solar Corona [2/2] (GI)	GI	A5_-_Solar_Corona_2of2_GI	V0		A5	Solar Corona		A		5		 	[GI] Veryrare0 Cards LatestPrint Unique NotABG Nonempire AbilityCrew artArisMultimediaInc.  
A5 Temporal Comprehension (TG)	TG	A5_-_Temporal_Comprehension_TG	R2	Q&A 	A5	Temporal Comprehension		A		5		Orgon SpaceDragon 	[TG] Rare2 Cards LatestPrint Unique NotABG Nonempire AbilityCrew AbilityDragon AbilityMonster artBruceJensen Q&amp;A Orgon SpaceDragon 
A5/5 Time Knight's Scepter (Per)	Per	A5-5_-_Time_Knights_Scepter_Per	V		A5/5	Time Knight's Scepter		A		5	5	TimeKnight  	[Per] Veryrare Cards LatestPrint Unique NotABG MinorEmpire PropTimeOrigin AbilityCrew 03_HeavyWeaponss 03_CardDamagess artDavidA.Cherry TimeKnight PropTimeCard 
A5 Wizard's Ring (Pro)	Pro5	A5_-_Wizards_Ring_Pro5	Pro5		A5	Wizard's Ring		A		5		 	[Pro5] Cards LatestPrint Unique NotABG PropDrawcard Nonempire distWizardsWorkshop AbilityCrew artAndrewSmith  
A6 Breeder (Per)	Per	A6_-_Breeder_Per	V		A6	Breeder		A		6		 	[Per] Veryrare Cards LatestPrint Unique NotABG PropRetrievecard Nonempire AbilityMonster artRandyAsplund-Faith  
A6 Captain's Bluff (PE)	PE	A6_-_Captains_Bluff_PE	V2		R/A6	Captain's Bluff	R/	A		6		 	[PE] Veryrare2 Cards Reprinted Unique NotABG Nonempire AbilityCrew artMelissaA.Benson  
A6 Captain's Bluff (UE)	UE	A6_-_Captains_Bluff_UE	V0		R/A6	Captain's Bluff	R/	A		6		 	[UE] Veryrare0 Cards LatestPrint Unique NotABG Nonempire AbilityCrew artMelissaA.Benson  
A6 Double Agent (NE)	NE	A6_-_Double_Agent_NE	R		A6	Double Agent		A		6		 	[NE] Rare Cards Reprinted Unique NotABG PropScoutcard ShipClassSpyship Nonempire AbilityCrew artDouglasShuler  
A6 Double Agent (UE)	UE	A6_-_Double_Agent_UE	R0		A6	Double Agent		A		6		 	[UE] Rare0 Cards LatestPrint Unique NotABG PropScoutcard ShipClassSpyship Nonempire AbilityCrew artDouglasShuler  
A6 Dragon Marksman (Pro)	Pro4	A6_-_Dragon_Marksman_Pro4	Pro4		A6	Dragon Marksman		A		6		Orgon SpaceDragon 	[Pro4] Cards LatestPrint Unique NotABG MinorEmpire distMintCardCo AbilityDragon artLissanneLake Orgon SpaceDragon 
A6 Dragon Rider (Pir)	Pir	A6_-_Dragon_Rider_Pir	V		A6	Dragon Rider		A		6		Orgon SpaceDragon 	[Pir] Veryrare Cards LatestPrint Unique NotABG MinorEmpire AbilityCrew AbilityDragon artJohnHolland Orgon SpaceDragon 
A6 Espionage Training (Pir)	Pir	A6_-_Espionage_Training_Pir	V		A6	Espionage Training		A		6		 	[Pir] Veryrare Cards LatestPrint Unique NotABG PropDiscard Nonempire ShipClassSpyship AbilityCrew artAlanRabinowitz  
A6 Gaia Separation (Pir)	Pir	A6_-_Gaia_Separation_Pir	U	Q&A 	A6	Gaia Separation		A		6		 	[Pir] Uncommon Cards LatestPrint Unique NotABG Nonempire AbilityTerrain artElvisMcMaad Q&amp;A  
A6 Hostile Terrain (Pir)	Pir	A6_-_Hostile_Terrain_Pir	U	Q&A 	A6	Hostile Terrain		A		6		 	[Pir] Uncommon Cards LatestPrint Unique NotABG Nonempire AbilityTerrain artBobWesson Q&amp;A  
A6 Mental Anguish (NE)	NE	A6_-_Mental_Anguish_NE	R		A6	Mental Anguish		A		6		Orgon SpaceDragon Psycanti Visonic 	[NE] Rare Cards Reprinted Unique NotABG Nonempire MinorEmpire MajorEmpire PropAnti AbilityCrew AbilityDragon artBryonWackwitz Orgon SpaceDragon Psycanti Visonic 
A6 Mental Anguish (UE)	UE	A6_-_Mental_Anguish_UE	R0		A6	Mental Anguish		A		6		Orgon SpaceDragon Psycanti Visonic 	[UE] Rare0 Cards LatestPrint Unique NotABG Nonempire MinorEmpire MajorEmpire PropAnti AbilityCrew AbilityDragon artBryonWackwitz Orgon SpaceDragon Psycanti Visonic 
A6 Officer's Saber (AT)	AT	A6_-_Officers_Saber_AT	R		A6	Officer's Saber		A		6		 	[AT] Rare Cards LatestPrint Unique NotABG Nonempire AbilityCrew artDarrylElliott  
A6 Omniscience (PE)	PE	A6_-_Omniscience_PE	V1		A6	Omniscience		A		6		 	[PE] Veryrare1 Cards Reprinted Unique NotABG PropPlaycard Nonempire AbilityCrew artNeNeTinaA.Thomas  
A6 Omniscience (UE)	UE	A6_-_Omniscience_UE	V0		A6	Omniscience		A		6		 	[UE] Veryrare0 Cards LatestPrint Unique NotABG PropPlaycard Nonempire AbilityCrew artNeNeTinaA.Thomas  
A6 Pirate Currency (Pir)	Pir	A6_-_Pirate_Currency_Pir	U		A6	Pirate Currency		A		6		 	[Pir] Uncommon Cards LatestPrint Unique NotABG PropPirate Nonempire AbilityTerrain artTimAdams  
A6 Promotion (NE)	NE	A6_-_Promotion_NE	U		A6	Promotion		A		6		 	[NE] Uncommon Cards LatestPrint Unique NotABG Nonempire AbilityCrew 01_CommandPoint artJohnD.Matson  
A6 Psionic Enhancement (PoM)	PoM	A6_-_Psionic_Enhancement_PoM	R		R/A6	Psionic Enhancement	R/	A		6		Psycanti Visonic 	[PoM] Rare Cards LatestPrint Unique NotABG MajorEmpire AbilityPsy artNivard Psycanti Visonic 
A6 Security Background (Pro)	Pro1	A6_-_Security_Background_Pro1	Pro1		A6	Security Background		A		6		 	[Pro1] Cards LatestPrint Unique NotABG Nonempire distChessexDistributing AbilityCrew 01_CommandPoint artRonRousselleII  
A6 Senior Officer Training (GI)	GI	A6_-_Senior_Officer_Training_GI	V0		A6	Senior Officer Training		A		6		 	[GI] Veryrare0 Cards LatestPrint Unique NotABG Nonempire AbilityCrew artAaronWilliams  
A6 Soft Chewy Center of the Planet (CC)	CC	A6_-_Soft_Chewy_Center_of_the_Planet_CC	U		R/A6	Soft Chewy Center of the Planet	R/	A		6		 	[CC] Uncommon Cards LatestPrint Unique NotABG Nonempire AbilityMonster artGeorgeT.HenneJr.  
A6 Vektrean Leadership (AT)	AT	A6_-_Vektrean_Leadership_AT	R		A6	Vektrean Leadership		A		6		Vektrean 	[AT] Rare Cards LatestPrint Unique NotABG MinorEmpire AbilityCrew 01_CommandCost artLubov Vektrean 
A7 Arduous Study (PoM)	PoM	A7_-_Arduous_Study_PoM	R		A7	Arduous Study		A		7		Psycanti Visonic 	[PoM] Rare Cards LatestPrint Unique NotABG MajorEmpire AnyDiscipline AbilityPsy artDanGillman Psycanti Visonic 
A7 Automation (AT)	AT	A7_-_Automation_AT	V		A7	Automation		A		7		 	[AT] Veryrare Cards LatestPrint Unique NotABG Nonempire AbilityTerrain artDarrylElliott  
A7 Bolaar Negotiator (AT)	AT	A7_-_Bolaar_Negotiator_AT	V		A7	Bolaar Negotiator		A		7		Bolaar 	[AT] Veryrare Cards LatestPrint Unique NotABG MinorEmpire PropDrawcard PropPlaycard AbilityCrew artLubov Bolaar 
A7 Cyborg Death (NE)	NE	A7_-_Cyborg_Death_NE	V	Errata 	R/A7	Cyborg Death	R/	A		7		Orgon SpaceDragon 	[NE] Veryrare Cards LatestPrint Unique NotABG MinorEmpire AbilityDragon artMelissaA.Benson Errata Orgon SpaceDragon 
A7 Defended Territory (Pir)	Pir	A7_-_Defended_Territory_Pir	V		A7	Defended Territory		A		7		 	[Pir] Veryrare Cards LatestPrint Unique NotABG Nonempire AbilityTerrain artAndrewSmith artBobWesson  
A7 Eon Molting (PE)	PE	A7_-_Eon_Molting_PE	V2	Errata 	A7	Eon Molting		A		7		Orgon SpaceDragon 	[PE] Veryrare2 Cards Reprinted Unique NotABG MinorEmpire AbilityDragon artEdwardP.BeardJr. Errata Orgon SpaceDragon 
A7 Eon Molting (UE)	UE	A7_-_Eon_Molting_UE	V0	Errata 	A7	Eon Molting		A		7		Orgon SpaceDragon 	[UE] Veryrare0 Cards LatestPrint Unique NotABG MinorEmpire AbilityDragon artEdwardP.BeardJr. Errata Orgon SpaceDragon 
A7 Face Paint (CC)	CC	A7_-_Face_Paint_CC	U		A7	Face Paint		A		7		 	[CC] Uncommon Cards LatestPrint Unique NotABG Nonempire PropMime AbilityCrew artSigmundFrye  
A7 Imperial Clydon (AT)	AT	A7_-_Imperial_Clydon_AT	V		A7	Imperial Clydon		A		7		Clydon 	[AT] Veryrare Cards LatestPrint Unique NotABG MajorEmpire AbilityCrew artDouglasChaffee Clydon 
A7 Improved Automaton (AT)	AT	A7_-_Improved_Automaton_AT	R		R/A7	Improved Automaton	R/	A		7		 	[AT] Rare Cards LatestPrint Unique NotABG Nonempire Automaton AbilityCrew artMarkMaxwell  
A7 Miscreant (NE)	NE	A7_-_Miscreant_NE	V		A7	Miscreant		A		7		 	[NE] Veryrare Cards Reprinted Unique NotABG PropRemoveFromPlay Nonempire AbilityCrew artSusanVanCamp  
A7 Miscreant (UE)	UE	A7_-_Miscreant_UE	V0		A7	Miscreant		A		7		 	[UE] Veryrare0 Cards LatestPrint Unique NotABG PropRemoveFromPlay Nonempire AbilityCrew artSusanVanCamp  
A7 Personal Transportation (GI)	GI	A7_-_Personal_Transportation_GI	V0		R/A7	Personal Transportation	R/	A		7		 	[GI] Veryrare0 Cards LatestPrint Unique NotABG Nonempire AbilityCrew artDavidLeeAnderson  
A7 Safe Haven (PoM)	PoM	A7_-_Safe_Haven_PoM	V		A7	Safe Haven		A		7		 	[PoM] Veryrare Cards Reprinted Unique NotABG Nonempire AbilityTerrain artNicoleHarsch  
A7 Safe Haven (UE)	UE	A7_-_Safe_Haven_UE	V0		A7	Safe Haven		A		7		 	[UE] Veryrare0 Cards LatestPrint Unique NotABG Nonempire AbilityTerrain artNicoleHarsch  
A7 Solar Disk (GI)	GI	A7_-_Solar_Disk_GI	U0		A7	Solar Disk		A		7		 	[GI] Uncommon0 Cards LatestPrint Unique NotABG Nonempire AbilityTerrain artArisMultimediaInc.  
A7 Spiritual Familiar (GI)	GI	A7_-_Spiritual_Familiar_GI	V0		A7	Spiritual Familiar		A		7		 	[GI] Veryrare0 Cards LatestPrint Unique NotABG Nonempire AbilityCrew artAlanClark  
A7 Tomb Of The Far Side Pharaoh (Pir)	Pir	A7_-_Tomb_Of_The_Far_Side_Pharaoh_Pir	V		A7	Tomb Of The Far Side Pharaoh		A		7		 	[Pir] Veryrare Cards LatestPrint Unique NotABG Nonempire AbilityTerrain artC.HenrySchulte  
A7 Urbanization (Pir)	Pir	A7_-_Urbanization_Pir	U		A7	Urbanization		A		7		 	[Pir] Uncommon Cards LatestPrint Unique NotABG Nonempire AbilityTerrain artC.HenrySchulte  
A8 Duo-Brain (NE)	NE	A8_-_Duo-Brain_NE	V		A8	Duo-Brain		A		8		Orgon SpaceDragon 	[NE] Veryrare Cards Reprinted Unique NotABG Nonempire MinorEmpire AbilityCrew AbilityDragon AbilityMonster artBenPeck Orgon SpaceDragon 
A8 Duo-Brain (UE)	UE	A8_-_Duo-Brain_UE	V0		A8	Duo-Brain		A		8		Orgon SpaceDragon 	[UE] Veryrare0 Cards LatestPrint Unique NotABG Nonempire MinorEmpire AbilityCrew AbilityDragon AbilityMonster artBenPeck Orgon SpaceDragon 
A8 Orgon Seporation (GI)	GI	A8_-_Orgon_Seporation_GI	V0		R/A8	Orgon Seporation	R/	A		8		Orgon 	[GI] Veryrare0 Cards LatestPrint Unique NotABG MinorEmpire AbilityDragon artElvisMcMaad Orgon 
A8 Quicksand (Per)	Per	A8_-_Quicksand_Per	V		A8	Quicksand		A		8		 	[Per] Veryrare Cards LatestPrint Unique NotABG Nonempire AbilityTerrain artElvisMcMaad  
A8 Royal Indirigan Tattoo (Per)	Per	A8_-_Royal_Indirigan_Tattoo_Per	V		A8	Royal Indirigan Tattoo		A		8		Indirigans IndiriganCards 	[Per] Veryrare Cards LatestPrint Unique NotABG MinorEmpire AbilityCrew artSigmundFrye Indirigans IndiriganCards 
A8 Spiritual Guidance (UE)	UE	A8_-_Spiritual_Guidance_UE	U0		A8	Spiritual Guidance		A		8		Orgon SpaceDragon 	[UE] Uncommon0 Cards LatestPrint Unique NotABG PropPlaycard Nonempire MinorEmpire AbilityCrew AbilityDragon artDebbieHughes Orgon SpaceDragon 
A8 Time Lore (TG)	TG	A8_-_Time_Lore_TG	V		R/A8	Time Lore	R/	A		8		Orgon SpaceDragon  	[TG] Veryrare Cards Reprinted Unique NotABG PropTopdeck PropScoutcard Nonempire MinorEmpire AbilityCrew AbilityDragon artLubov Orgon SpaceDragon PropTimeCard 
A8 Time Lore (UE)	UE	A8_-_Time_Lore_UE	V0		R/A8	Time Lore	R/	A		8		Orgon SpaceDragon  	[UE] Veryrare0 Cards LatestPrint Unique NotABG PropTopdeck PropScoutcard Nonempire MinorEmpire AbilityCrew AbilityDragon artLubov Orgon SpaceDragon PropTimeCard 
A8 Vektrean Loyalty (AT)	AT	A8_-_Vektrean_Loyalty_AT	V		A8	Vektrean Loyalty		A		8		Vektrean 	[AT] Veryrare Cards LatestPrint Unique NotABG MinorEmpire AbilityCrew artLubov Vektrean 
A8 White Nobelium (Pir)	Pir	A8_-_White_Nobelium_Pir	V		A8	White Nobelium		A		8		SpaceDragon 	[Pir] Veryrare Cards LatestPrint Unique NotABG MinorEmpire AbilityDragon artSusanDawe SpaceDragon 
A9 Accidental Evolution (NE)	NE	A9_-_Accidental_Evolution_NE	V		R/A9	Accidental Evolution	R/	A		9		 	[NE] Veryrare Cards LatestPrint Unique NotABG Nonempire AbilityCrew artSusanVanCamp  
A9 Antimatter Equivalent (Per)	Per	A9_-_Antimatter_Equivalent_Per	V		A9	Antimatter Equivalent		A		9		 	[Per] Veryrare Cards LatestPrint Unique NotABG PropResourceHoser Nonempire AbilityTerrain artElvisMcMaad  
A9 Dragon Automaton (PE)	PE	A9_-_Dragon_Automaton_PE	V2		A9	Dragon Automaton		A		9		Orgon SpaceDragon  	[PE] Veryrare2 Cards Reprinted Unique NotABG MinorEmpire Automaton AbilityDragon artEdwardP.BeardJr. Orgon SpaceDragon PropDragonsOfSpace 
A9 Dragon Automaton (UE)	UE	A9_-_Dragon_Automaton_UE	V0		A9	Dragon Automaton		A		9		Orgon SpaceDragon  	[UE] Veryrare0 Cards LatestPrint Unique NotABG MinorEmpire Automaton AbilityDragon artEdwardP.BeardJr. Orgon SpaceDragon PropDragonsOfSpace 
A10 Artificial Landmass (UE)	UE	A10_-_Artificial_Landmass_UE	E		A10	Artificial Landmass		A		10		 	[UE] Entity Cards LatestPrint Unique NotABG BlackLight Nonempire AbilityTerrain artJohnHolland  
A10 Avatar (NE)	NE	A10_-_Avatar_NE	E		R/A10	Avatar	R/	A		10		 	[NE] Entity Cards LatestPrint Unique NotABG Foil Nonempire AbilityCrew artSusanVanCamp  
A10 Heavy Artillery (Pro)	Pro0	A10_-_Heavy_Artillery_Pro0	Pro0		A10	Heavy Artillery		A		10		 	[Pro0] Cards LatestPrint Unique NotABG Nonempire distCompanionGames AbilityLocation artAlanGutierrez  
A10 Rebel Leader (Per)	Per	A10_-_Rebel_Leader_Per	E		R/A10	Rebel Leader	R/	A		10		 	[Per] Entity Cards LatestPrint Unique NotABG Nonempire AbilityCrew artDavidA.Cherry  
A10 Techno-Sorcerer (NE)	NE	A10_-_Techno-Sorcerer_NE	E		A10	Techno-Sorcerer		A		10		Orgon SpaceDragon 	[NE] Entity Cards LatestPrint Unique NotABG Foil Nonempire MinorEmpire AbilityCrew AbilityDragon artEdwardP.BeardJr. Orgon SpaceDragon 
A10 Urban Influence (Pro)	Pro0	A10_-_Urban_Influence_Pro0	Pro0		A10	Urban Influence		A		10		 	[Pro0] Cards LatestPrint Unique NotABG Nonempire PropBoarding distCompanionGames AbilityCrew artDavidA.Cherry  
A2 Filarian Infester (PoM)	PoM	A2_-_Filarian_Infester_PoM	U		A2	Filarian Infester		A		2		Filarian 	[PoM] Uncommon Cards LatestPrint Unique NotABG MajorEmpire artMelissaA.Benson Filarian 
A4 Filarian Infester (PoM)	PoM	A4_-_Filarian_Infester_PoM	R		A4	Filarian Infester		A		4		Filarian 	[PoM] Rare Cards LatestPrint Unique NotABG MajorEmpire artMelissaA.Benson Filarian 
A5 Filarian Mind Lord (PoM)	PoM	A5_-_Filarian_Mind_Lord_PoM	R		A5	Filarian Mind Lord		A		5		Filarian 	[PoM] Rare Cards LatestPrint Unique NotABG MajorEmpire 02_FhealingPoints artMelissaA.Benson Filarian 
A6 Filarian Infester (PoM)	PoM	A6_-_Filarian_Infester_PoM	R	Errata 	A6	Filarian Infester		A		6		Filarian 	[PoM] Rare Cards LatestPrint Unique NotABG MajorEmpire artMelissaA.Benson Errata Filarian 
A7 Filarian Infester (PoM)	PoM	A7_-_Filarian_Infester_PoM	V		A7	Filarian Infester		A		7		Filarian 	[PoM] Veryrare Cards LatestPrint Unique NotABG MajorEmpire artMelissaA.Benson Filarian 
A7 Projected Infestation (PoM)	PoM	A7_-_Projected_Infestation_PoM	R		A7	Projected Infestation		A		7		Filarian 	[PoM] Rare Cards LatestPrint Unique NotABG MajorEmpire artMelissaA.Benson Filarian 
A8 Filarian Infester (PoM)	PoM	A8_-_Filarian_Infester_PoM	V		A8	Filarian Infester		A		8		Filarian 	[PoM] Veryrare Cards LatestPrint Unique NotABG MajorEmpire artMelissaA.Benson Filarian 
A9 Filarian Overlord (Pir)	Pir	A9_-_Filarian_Overlord_Pir	V		A9	Filarian Overlord		A		9		Filarian 	[Pir] Veryrare Cards LatestPrint Unique NotABG MajorEmpire artjael Filarian 
B1 Anti-Starcraft (AT)	AT	B1_-_Anti-Starcraft_AT	R		B1	Anti-Starcraft		B		1		 	[AT] Rare Cards LatestPrint Unique NotABG ShipClassDefendership Nonempire 00_EconomyCost 00_SupplyCost 00_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost No_Shield 03_Phaserss No_Engagement artMarkMaxwell  
B1 Commercial Outpost (PE)	PE	B1_-_Commercial_Outpost_PE	CB		B1	Commercial Outpost		B		1		 	[PE] CommonB Cards LatestPrint Unique NotABG ShipClassSupplyship Nonempire 00_EconomyCost 00_SupplyCost 01_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 04_Shieldsss 01_Phaser artBenPeck  
B1 Eat at Joe's [1/4] (CC)	CC	B1_-_Eat_at_Joes_1-4_CC	V		B1	Eat at Joe's		B		1		 	[CC] Veryrare Cards LatestPrint Unique NotABG ShipClassPatrolship Nonempire CCdupe 00_EconomyCost 00_SupplyCost 00_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 03_Shieldss 01_Phaser No_Engagement artRandyTarkasHoar  
B1 Eat at Joe's [2/4] (CC)	CC	B1_-_Eat_at_Joes_2-4_CC	V		B1	Eat at Joe's		B		1		 	[CC] Veryrare Cards LatestPrint Dupe NotABG ShipClassPatrolship Nonempire CCdupe 00_EconomyCost 00_SupplyCost 00_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 03_Shieldss 01_Phaser No_Engagement artRandyTarkasHoar  
B1 Eat at Joe's [3/4] (CC)	CC	B1_-_Eat_at_Joes_3-4_CC	V		B1	Eat at Joe's		B		1		 	[CC] Veryrare Cards LatestPrint Dupe NotABG ShipClassPatrolship Nonempire CCdupe 00_EconomyCost 00_SupplyCost 00_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 03_Shieldss 01_Phaser No_Engagement artRandyTarkasHoar  
B1 Eat at Joe's [4/4] (CC)	CC	B1_-_Eat_at_Joes_4-4_CC	V		B1	Eat at Joe's		B		1		 	[CC] Veryrare Cards LatestPrint Dupe NotABG ShipClassPatrolship Nonempire CCdupe 00_EconomyCost 00_SupplyCost 00_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 03_Shieldss 01_Phaser No_Engagement artRandyTarkasHoar  
O/B1 Kenobi (CC)	CC	O-B1_-_Kenobi_CC	U		O/B1	Kenobi		B	O	1		 	[CC] Uncommon Cards LatestPrint Dupe NotABG Nonempire 00_EconomyCost 00_SupplyCost 00_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost No_Shield No_Engagement artRobertA.Kraus  
B1 Military Outpost (UE)	UE	B1_-_Military_Outpost_UE	C0	Q&A 	B1	Military Outpost		B		1		 	[UE] Common0 Cards LatestPrint Unique NotABG ShipClassSupplyship Nonempire 00_EconomyCost 00_SupplyCost 01_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 04_Shieldsss 01_Phaser artMichaelCarroll Q&amp;A  
B1 Personal Base (PoM)	PoM	B1_-_Personal_Base_PoM	U		B1	Personal Base		B		1		 	[PoM] Uncommon Cards Reprinted Unique NotABG ShipClassSupplyship Nonempire 00_EconomyCost 00_SupplyCost 00_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 03_Shieldss 01_Phaser No_Engagement artNicoleHarsch  
B1 Personal Base (UE)	UE	B1_-_Personal_Base_UE	U0		B1	Personal Base		B		1		 	[UE] Uncommon0 Cards LatestPrint Unique NotABG ShipClassSupplyship Nonempire 00_EconomyCost 00_SupplyCost 00_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 03_Shieldss 01_Phaser No_Engagement artNicoleHarsch  
B1 Pirate Outpost (Pir)	Pir	B1_-_Pirate_Outpost_Pir	U		B1	Pirate Outpost		B		1		 	[Pir] Uncommon Cards LatestPrint Unique NotABG PropPirate ShipClassRaidership PropResourceHoser Nonempire 00_EconomyCost 01_SupplyCost 00_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 02_Shields 01_Phaser artMichaelCarroll  
B1 Planetary Shield (AL)	AL	B1_-_Planetary_Shield_AL	C		B1	Planetary Shield		B		1		 	[AL] Common Cards Reprinted Dupe ShipClassPlanetaryShield Nonempire 00_EconomyCost 00_SupplyCost 00_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 03_Shieldss No_Engagement artGaryA.Kalin  
B1 Planetary Shield (BE)	BE	B1_-_Planetary_Shield_BE	C		B1	Planetary Shield		B		1		 	[BE] Common Cards Reprinted Unique ShipClassPlanetaryShield Nonempire 00_EconomyCost 00_SupplyCost 00_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 03_Shieldss No_Engagement artGaryA.Kalin  
B1 Planetary Shield (PE)	PE	B1_-_Planetary_Shield_PE	CA		B1	Planetary Shield		B		1		 	[PE] CommonA Cards Reprinted Unique NotABG ShipClassPlanetaryShield Nonempire 00_EconomyCost 00_SupplyCost 00_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 03_Shieldss No_Engagement artGaryA.Kalin  
B1 Planetary Shield (UE)	UE	B1_-_Planetary_Shield_UE	C0		B1	Planetary Shield		B		1		 	[UE] Common0 Cards LatestPrint Unique NotABG ShipClassPlanetaryShield Nonempire 00_EconomyCost 00_SupplyCost 00_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 03_Shieldss No_Engagement artGaryA.Kalin  
T/B1/9 Vektrean Asteroid Outhouse (CC)	CC	T-B1-9_-_Vektrean_Asteroid_Outhouse_CC	U		R/T/B1/9	Vektrean Asteroid Outhouse	R/	B	T	1	9	Vektrean 	[CC] Uncommon Cards LatestPrint Dupe NotABG MinorEmpire Asteroid PropTimeOrigin 00_EconomyCost 00_SupplyCost 00_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost 03_Shieldss 01_HeavyWeapon 01_Phaser No_Engagement artRandyTarkasHoar Vektrean 
B2 Ancient Ruins (NE)	NE	B2_-_Ancient_Ruins_NE	C		B2	Ancient Ruins		B		2		 	[NE] Common Cards Reprinted Unique NotABG ShipClassSupplyship Nonempire ShipClassPlanetaryShield 00_EconomyCost 00_SupplyCost 00_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost No_Shield 01_EconomyPoint 01_SupplyPoint 01_ResearchPoint No_Engagement artRandyAsplund-Faith  
B2 Ancient Ruins (UE)	UE	B2_-_Ancient_Ruins_UE	C0		B2	Ancient Ruins		B		2		 	[UE] Common0 Cards LatestPrint Unique NotABG ShipClassSupplyship Nonempire ShipClassPlanetaryShield 00_EconomyCost 00_SupplyCost 00_EnergyCost 00_AmmoCost 00_ResearchCost 00_RepairCost 00_LobsterCost No_Shield 01_EconomyPoint 01_SupplyPoint 01_ResearchPoint No_Engagement artRandyAsplund-Faith  
